0,0,0,mntabcl0,200.198.224.234,DT.D90613TESTE.txt,142195,2025-10-02,17:30:13,2025-10-02,17:30:14
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-02,19:40:00,2025-10-02,19:40:00
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-02,19:48:07,2025-10-02,19:48:07
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-02,19:54:50,2025-10-02,19:54:50
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-02,19:54:50,2025-10-02,19:54:50
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-22,20:24:04,2025-10-22,20:24:04
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-22,20:24:05,2025-10-22,20:24:05
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-27,19:50:49,2025-10-27,19:50:49
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-27,19:50:49,2025-10-27,19:50:50
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-28,16:15:55,2025-10-28,16:15:55
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-28,16:15:55,2025-10-28,16:15:55
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-28,16:17:55,2025-10-28,16:17:55
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-28,16:17:55,2025-10-28,16:17:55
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-28,16:27:02,2025-10-28,16:27:03
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-28,16:27:03,2025-10-28,16:27:03
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-30,17:34:36,2025-10-30,17:34:36
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-30,17:34:36,2025-10-30,17:34:36
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51001,50249,2025-10-30,18:39:09,2025-10-30,18:39:09
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DN.D51002,142195,2025-10-30,18:39:10,2025-10-30,18:39:10
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51001,142195,2025-10-30,18:39:10,2025-10-30,18:39:10
0,0,0,mntabcl0,200.198.224.234,K3249.G29822DT.D51002,142195,2025-10-30,18:39:10,2025-10-30,18:39:10
